"Player"	"TEAM"	"AGE"	"FGM"	"FGA"	"FG."	"FGM.1"	"FGA.1"	"FG..1"	"FGM.2"	"FGA.2"	"FG..2"	"FGM.3"	"FGA.3"	"FG..3"	"FGM.4"	"FGA.4"	"FG..4"	"FGM.5"	"FGA.5"	"FG..5"	"YEAR"
"2037"	"Tony Snell"	"MIL"	25	0.8	1.3	65.3	0.1	0.2	31.3	0.1	0.2	60	0.2	0.5	38.9	1.1	2.8	40.3	0.8	1.9	41.3	"2016-17"
"2038"	"Treveon Graham"	"CHA"	23	0.2	0.4	41.7	0.1	0.3	50	0	0	100	0	0.2	20	0.2	0.4	45.5	0.2	0.2	80	"2016-17"
"2039"	"Trevor Ariza"	"HOU"	32	1.5	2.4	61.9	0.1	0.2	36.8	0	0.1	37.5	0.1	0.2	38.9	1.5	4.1	37.7	0.9	2.9	29.2	"2016-17"
"2040"	"Trevor Booker"	"BKN"	29	2.8	4.6	61.4	0.7	1.5	50	0.1	0.4	25.9	0.2	0.6	31.8	0.3	0.8	33.3	0.1	0.4	40	"2016-17"
"2041"	"Trey Burke"	"WAS"	24	0.4	0.7	50	0.1	0.3	44.4	0.2	0.6	41.2	0.7	1.5	46.4	0.3	0.7	48.7	0.3	0.7	43.2	"2016-17"
"2042"	"Trey Lyles"	"UTA"	21	0.8	1.5	49.1	0.2	0.8	30.8	0.1	0.4	31	0.2	0.5	35.3	0.8	2.3	33.7	0.2	0.7	27.1	"2016-17"
"2043"	"Tristan Thompson"	"CLE"	26	2.8	4.3	65.5	0.4	1	40.8	0.1	0.2	46.2	0	0.1	50	0	0	50	0	0	0	"2016-17"
"2044"	"Troy Daniels"	"MEM"	25	0.2	0.4	37	0	0.1	33.3	0	0.3	18.8	0.2	0.7	31.1	1	2.4	42.4	1.3	3.4	37.4	"2016-17"
"2045"	"Troy Williams"	"HOU"	22	1.6	2.9	56.8	0.1	0.3	33.3	0.1	0.2	50	0.1	0.1	100	0.3	1.3	22.9	0.4	1.2	35.3	"2016-17"
"2046"	"Ty Lawson"	"SAC"	29	1.5	2.6	60.2	0.2	0.6	32.6	0.3	0.7	44.9	0.8	1.6	47.8	0.4	1.3	28.4	0.2	0.7	34.8	"2016-17"
"2047"	"Tyler Ennis"	"LAL"	22	0.9	1.6	52.9	0.2	0.5	39.1	0.1	0.3	33.3	0.1	0.3	28.6	0.2	0.6	34.4	0.3	0.8	42.1	"2016-17"
"2048"	"Tyler Johnson"	"MIA"	25	1.9	3.4	55.9	0.6	1.3	47.9	0.3	0.8	32.3	0.4	1.4	29.4	1.2	2.8	41	0.5	1.5	36	"2016-17"
"2049"	"Tyler Ulis"	"PHX"	21	0.4	1	40	0.4	0.8	53.1	0.9	1.9	51	1	2.2	44.2	0.1	0.8	16.7	0.3	0.8	40.5	"2016-17"
"2050"	"Tyler Zeller"	"BOS"	27	1	1.8	57.6	0.2	0.4	47.1	0	0	0	0.2	0.8	32.4	0.1	0.2	45.5	0	0	0	"2016-17"
"2051"	"Tyreke Evans"	"SAC"	27	2.3	4.6	48.6	0.1	0.5	16.7	0.1	0.2	42.9	0.2	0.5	28.6	0.5	1.3	36.5	0.7	2	33.8	"2016-17"
"2052"	"Tyson Chandler"	"PHX"	34	3.2	4.6	68.8	0.1	0.2	37.5	0	0	0	0	0	0	0	0	0	0	0	0	"2016-17"
"2053"	"Tyus Jones"	"MIN"	21	0.4	0.8	46.8	0.3	0.5	56	0.1	0.3	50	0.1	0.3	23.5	0.4	0.9	38.8	0.2	0.5	33.3	"2016-17"
"2054"	"Udonis Haslem"	"MIA"	37	0.6	0.9	64.3	0.2	0.2	100	0	0	0	0	0.3	0	0	0.1	0	0	0.1	0	"2016-17"
"2055"	"Victor Oladipo"	"OKC"	25	2.4	4.3	57	0.3	0.7	35.4	0.5	1.2	42.2	0.8	1.9	43.1	1.6	4	38.5	0.6	1.7	33	"2016-17"
"2056"	"Vince Carter"	"MEM"	40	0.6	1.3	44.9	0.3	0.5	52.8	0	0.3	15.8	0.2	0.4	50	0.6	1.8	33.6	0.9	2.4	38.9	"2016-17"
"2057"	"Wade Baldwin IV"	"MEM"	21	0.6	1.6	38.8	0.1	0.4	18.2	0.2	0.6	37.5	0.2	0.4	36.4	0.1	0.4	15.4	0.1	0.4	18.2	"2016-17"
"2058"	"Wayne Ellington"	"MIA"	29	0.4	0.5	82.1	0	0.1	42.9	0	0.1	0	0.5	1.2	44.7	2	4.7	41.9	0.8	2.3	34.5	"2016-17"
"2059"	"Wayne Selden"	"MEM"	22	1.2	1.6	73.7	0.2	0.3	50	0	0.2	0	0.2	0.3	66.7	0.5	1.1	46.2	0.1	1.1	6.7	"2016-17"
"2060"	"Wesley Johnson"	"LAC"	29	0.3	0.5	64.5	0.1	0.1	66.7	0	0.1	40	0.2	0.4	50	0.4	1.3	28.2	0.2	0.7	25	"2016-17"
"2061"	"Wesley Matthews"	"DAL"	30	0.9	1.6	55.1	0.2	0.8	30.9	0.5	1.1	46.8	0.4	1.2	36.5	1.7	4.3	39.5	0.8	2.6	31.3	"2016-17"
"2062"	"Will Barton"	"DEN"	26	2.3	4.2	55.6	0.4	1.1	33.3	0.4	0.9	47.1	0.4	0.9	38.9	0.7	2.1	31.7	0.8	2	41.9	"2016-17"
"2063"	"Willie Cauley-Stein"	"SAC"	23	2.5	3.8	66.4	0.4	1.3	32.3	0.2	0.6	36.4	0.3	0.8	33.3	0.1	0.1	80	0	0	0	"2016-17"
"2064"	"Willie Reed"	"MIA"	27	1.8	2.7	67.7	0.3	0.7	37.7	0.1	0.3	28.6	0.1	0.2	38.5	0	0	0	0	0	33.3	"2016-17"
"2065"	"Willy Hernangomez"	"NYK"	23	2.7	4.5	59.5	0.4	0.9	41.7	0.2	0.4	40.7	0.1	0.4	30	0.1	0.2	35.3	0	0.1	25	"2016-17"
"2066"	"Wilson Chandler"	"DEN"	30	2.8	4.4	63.8	0.7	1.6	41.7	0.4	0.9	37.3	0.6	1.3	45.7	0.7	2.5	29.7	0.9	2.5	38.3	"2016-17"
"2067"	"Yogi Ferrell"	"DAL"	24	1	2	50	0.2	0.4	40	0.2	0.4	47.4	0.6	1.5	38.2	1	2.8	37.8	0.5	1.5	34.3	"2016-17"
"2068"	"Zach LaVine"	"MIN"	22	2.8	4.6	60.9	0.2	0.4	47.6	0.1	0.5	29.2	0.9	2	43.2	1.9	4.7	40.8	1	2.7	35.7	"2016-17"
"2069"	"Zach Randolph"	"MEM"	35	3.1	5.5	56.6	0.9	2.1	42.9	0.5	1.1	44.4	0.8	2.3	35.3	0.4	1.3	32	0.2	0.7	23.1	"2016-17"
"2070"	"Zaza Pachulia"	"GSW"	33	1.9	3.3	58.6	0.1	0.3	44.4	0.1	0.3	31.6	0.2	0.5	41.2	0	0	0	0	0	0	"2016-17"
"2071"	"Aaron Brooks"	"CHI"	31	0.9	2	45.9	0.4	0.9	42.9	0.3	0.6	42.5	0.2	0.6	35.9	0.4	1	37.1	0.6	1.7	36.3	"2015-16"
"2072"	"Aaron Gordon"	"ORL"	20	2.3	3.6	63.8	0.2	0.6	34.1	0.2	0.5	38.9	0.3	0.9	32.8	0.4	1.3	33.7	0.2	0.6	25	"2015-16"
"2073"	"Aaron Harrison"	"CHA"	21	0.1	0.2	40	0	0	0	0	0	0	0	0.2	0	0.1	0.3	16.7	0.1	0.3	40	"2015-16"
"2074"	"Adreian Payne"	"MIN"	25	0.4	0.8	48.8	0.2	0.5	34.8	0	0.2	22.2	0.1	0.5	25	0.3	0.8	39	0	0.2	14.3	"2015-16"
"2075"	"Al Horford"	"ATL"	30	3.1	4.2	72.3	0.5	1.3	34.5	0.3	0.8	34.9	1.3	2.8	47	1.1	2.7	39.1	0.3	0.9	30.1	"2015-16"
"2076"	"Al Jefferson"	"CHA"	31	2.1	3.6	59.9	1.2	3	40.8	0.9	2.2	38.5	1	1.9	50.5	0	0	100	0	0	0	"2015-16"
"2077"	"Al-Farouq Aminu"	"POR"	25	1.4	2.7	52.5	0.2	0.5	37.8	0.1	0.3	34.6	0.2	0.5	42.2	1.4	3.6	37.7	0.3	1	31.6	"2015-16"
"2078"	"Alan Anderson"	"WAS"	33	0.5	0.8	54.5	0	0.2	0	0.2	0.5	33.3	0.1	0.2	50	0.5	1.3	35.3	0.5	1.5	33.3	"2015-16"
"2079"	"Alan Williams"	"PHX"	23	0.8	2	40	0.3	0.4	66.7	0	0.1	0	0	0	0	0	0	0	0	0	0	"2015-16"
"2080"	"Alec Burks"	"UTA"	24	1.9	3.8	50.8	0.4	1	35.5	0.4	1.2	33.3	0.6	1.6	37.3	0.8	2.5	32.1	0.3	0.6	55.6	"2015-16"
"2081"	"Alex Len"	"PHX"	23	2.2	4.2	52	0.3	1.1	29.5	0.2	0.6	30.6	0.6	1.8	33.6	0.1	0.2	31.6	0	0	0	"2015-16"
"2082"	"Alex Stepheson"	"MEM"	28	1.1	2.7	42.1	0	0.6	0	0.1	0.4	33.3	0	0	0	0	0.1	0	0	0	0	"2015-16"
"2083"	"Alexis Ajinca"	"NOP"	28	1.2	1.9	61.8	0.4	1.1	33.3	0.2	0.4	36	0.8	1.8	47.6	0.1	0.3	25	0	0	0	"2015-16"
"2084"	"Allen Crabbe"	"POR"	24	0.9	1.3	66.3	0.1	0.4	34.4	0.3	0.6	52.1	0.7	1.7	41.7	1.5	3.5	43.8	0.3	0.9	34.8	"2015-16"
"2085"	"Alonzo Gee"	"NOP"	29	1.4	2.1	67.3	0	0.1	22.2	0	0.1	20	0.1	0.2	28.6	0.3	0.9	28.4	0	0	33.3	"2015-16"
"2086"	"Amar'e Stoudemire"	"MIA"	33	1.9	3	62.2	0.1	0.4	33.3	0.1	0.2	45.5	0.3	0.7	47.1	0	0	50	0	0	0	"2015-16"
"2087"	"Amir Johnson"	"BOS"	29	2.4	3.6	67.7	0.5	1	50.6	0.1	0.2	33.3	0	0.1	33.3	0.1	0.3	39.1	0	0.3	9.5	"2015-16"
"2088"	"Anderson Varejao"	"GSW"	33	0.5	1	50	0.1	0.4	38.9	0.1	0.3	25	0.3	0.7	41	0	0	0	0	0	0	"2015-16"
"2089"	"Andre Drummond"	"DET"	22	5.2	9.1	57.7	1.4	3.3	42.4	0.1	0.5	23.3	0	0	0	0	0	100	0	0	0	"2015-16"
"2090"	"Andre Iguodala"	"GSW"	32	1.4	1.9	70.4	0	0.2	25	0.2	0.3	45.5	0.2	0.6	38.1	0.6	1.6	38.2	0.3	0.9	33.9	"2015-16"
"2091"	"Andre Miller"	"SAS"	40	0.9	1.4	63.6	0.2	0.3	46.2	0.2	0.5	43.8	0.2	0.3	61.5	0	0.1	25	0.1	0.1	100	"2015-16"
"2092"	"Andre Roberson"	"OKC"	24	1.4	2.3	63.1	0	0.1	42.9	0	0	0	0	0	0	0.4	1.3	33	0	0.2	23.1	"2015-16"
"2093"	"Andrea Bargnani"	"BKN"	30	0.5	1	47.8	0.3	0.6	44.4	0.6	0.9	67.5	1.2	2.7	44.3	0.2	0.8	30.6	0	0.2	14.3	"2015-16"
"2094"	"Andrew Bogut"	"GSW"	31	2.2	3	71.4	0.3	0.7	37.5	0	0.2	23.1	0	0	0	0	0	33.3	0	0	100	"2015-16"
"2095"	"Andrew Goudelock"	"HOU"	27	0	0	0	0.3	0.6	50	0.6	0.6	100	0.3	0.4	66.7	0.3	1.1	25	0	0.3	0	"2015-16"
"2096"	"Andrew Nicholson"	"ORL"	26	0.9	1.5	63.4	0.7	1.4	51.4	0.2	0.5	34.6	0.1	0.2	41.7	0.4	0.9	42.9	0.4	1.3	31.3	"2015-16"
"2097"	"Andrew Wiggins"	"MIN"	21	3.8	6	63.1	0.7	1.7	42.3	0.7	1.6	40.5	1.1	3.3	34.1	0.8	2.2	34.3	0.3	1.2	27.4	"2015-16"
"2098"	"Anthony Bennett"	"TOR"	23	0.3	0.5	55.6	0	0.2	0	0	0.2	0	0	0	0	0.1	0.3	40	0.1	0.6	11.1	"2015-16"
"2099"	"Anthony Brown"	"LAL"	23	0.2	0.7	36.8	0	0.2	14.3	0.1	0.3	44.4	0.3	0.5	53.8	0.4	1.7	22.4	0.3	1	31	"2015-16"
"2100"	"Anthony Davis"	"NOP"	23	4.2	6.3	66.5	1.2	2.9	39.2	1	2.4	41.4	1.8	4.3	41.8	0.8	1.9	39.8	0.3	0.8	38.3	"2015-16"
"2101"	"Anthony Morrow"	"OKC"	30	0.2	0.4	50	0.2	0.4	48.1	0.2	0.5	34.4	0.2	0.5	43.8	1.1	2.5	42.9	0.3	0.9	29.6	"2015-16"
"2102"	"Anthony Tolliver"	"DET"	31	0.3	0.5	64.7	0	0.1	20	0	0.1	40	0.1	0.2	36.4	0.8	1.9	40	0.6	2	31.9	"2015-16"
"2103"	"Archie Goodwin"	"PHX"	21	2.3	4.5	52.4	0.1	0.4	13	0.1	0.1	42.9	0.2	0.5	34.5	0.3	1.1	26.2	0.2	0.8	23.8	"2015-16"
"2104"	"Aron Baynes"	"DET"	29	1.5	2.6	58.7	0.4	1	40.5	0.2	0.5	41.7	0.2	0.5	45.5	0	0.1	0	0	0	0	"2015-16"
"2105"	"Arron Afflalo"	"NYK"	30	1	1.8	54	0.7	1.5	49.5	0.8	1.8	44.4	0.9	2.1	45.9	1.2	3	39.3	0.4	1.1	34.2	"2015-16"
"2106"	"Austin Rivers"	"LAC"	23	1.6	2.8	58.5	0.2	0.6	40	0.2	0.5	33.3	0.2	0.7	35.6	0.6	1.6	39	0.5	1.4	32.3	"2015-16"
"2107"	"Avery Bradley"	"BOS"	25	2.1	3.1	69.5	0.1	0.3	45.5	0.1	0.4	28.6	1.1	3	38	1.7	4.6	37.4	0.8	2	37.3	"2015-16"
"2108"	"Axel Toupane"	"DEN"	23	0.4	0.8	52.9	0	0.1	0	0	0.2	0	0	0.1	33.3	0.7	2.1	33.3	0	0	0	"2015-16"
"2109"	"Ben McLemore"	"SAC"	23	1.3	2.3	59.1	0.1	0.4	21.4	0.1	0.2	58.3	0.2	0.6	31	0.8	2.3	37	0.3	0.9	33.3	"2015-16"
"2110"	"Beno Udrih"	"MEM"	33	0.5	1	51.2	0	0.1	20	0.4	0.7	53.1	0.7	1.5	45.3	0.3	0.9	36.8	0.1	0.3	23.1	"2015-16"
"2111"	"Bismack Biyombo"	"TOR"	23	1.6	2.7	60.5	0.1	0.3	25.9	0.1	0.3	42.9	0.1	0.2	36.8	0	0	0	0	0	0	"2015-16"
"2112"	"Blake Griffin"	"LAC"	27	4.4	6.5	68.6	0.5	1.2	46.3	0.2	0.9	26.7	2.3	6.1	38.2	1	2.3	41.5	0.1	0.3	33.3	"2015-16"
"2113"	"Boban Marjanovic"	"SAS"	27	1.5	2.1	69.8	0.4	0.8	47.4	0.2	0.5	42.9	0.1	0.2	44.4	0	0	0	0	0	0	"2015-16"
"2114"	"Bobby Portis"	"CHI"	21	1.5	2.7	54.7	0.3	0.9	37.5	0.1	0.5	18.2	0.6	1.5	39.3	0.5	1.2	39.1	0.1	0.3	25	"2015-16"
"2115"	"Bojan Bogdanovic"	"BKN"	27	1.6	2.9	56.3	0.3	0.9	31.9	0.2	0.6	28.9	0.2	0.6	39.6	1.2	2.9	41	0.6	1.6	36.6	"2015-16"
"2116"	"Boris Diaw"	"SAS"	34	1.7	2.5	66.3	0.4	0.9	46.9	0.1	0.3	30.4	0.1	0.4	29.6	0.3	0.5	46.3	0.1	0.4	29.4	"2015-16"
"2117"	"Bradley Beal"	"WAS"	23	2.2	3.7	59.8	0.7	1.3	52.2	0.7	1.6	44.2	0.8	2.4	34.6	1	2.6	40.4	1.1	2.9	37.7	"2015-16"
"2118"	"Brandan Wright"	"MEM"	28	2.2	2.7	81.3	0.5	1.1	46.2	0	0.3	0	0.2	0.3	66.7	0.1	0.1	100	0	0	0	"2015-16"
"2119"	"Branden Dawson"	"LAC"	23	0.3	0.7	50	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	"2015-16"
"2120"	"Brandon Bass"	"LAL"	31	2.1	3.1	66	0.1	0.4	24	0.3	0.6	45.9	0.2	0.7	31.1	0	0	50	0	0	0	"2015-16"
"2121"	"Brandon Jennings"	"ORL"	26	0.6	1.3	50	0.2	0.5	41.7	0.1	0.3	43.8	0.2	0.7	22.9	0.8	1.7	43.4	0.4	1.6	26.9	"2015-16"
"2122"	"Brandon Knight"	"PHX"	24	2.5	4.4	57.3	0.6	1.3	42	0.3	0.8	38.1	0.8	2.4	34.1	1.8	4.9	37	1.1	3.3	33.9	"2015-16"
"2123"	"Brandon Rush"	"GSW"	30	0.4	0.8	49.2	0	0.1	37.5	0	0.1	33.3	0.1	0.3	38.9	0.6	1.5	38.5	0.4	0.8	48.3	"2015-16"
"2124"	"Brian Roberts"	"POR"	30	0.5	0.7	62.2	0.1	0.3	30.8	0	0.2	11.1	0.4	1	42.2	0.5	1	47.7	0.1	0.4	35.3	"2015-16"
"2125"	"Briante Weber"	"MIA"	23	0.4	0.7	60	0.3	1.3	22.2	0.3	1	28.6	0.6	0.9	66.7	0.4	1.4	30	0	0.3	0	"2015-16"
"2126"	"Brook Lopez"	"BKN"	28	3.8	6.3	60.8	1.9	4	47.8	1.2	2.7	46.2	0.9	2.1	41.7	0.3	0.8	34.5	0	0.1	0	"2015-16"
"2127"	"Bruno Caboclo"	"TOR"	20	0	0	0	0	0.5	0	0	0.3	0	0	0.2	0	0.3	2.3	14.3	0	0.3	0	"2015-16"
"2128"	"Bryce Cotton"	"MEM"	23	0	0.1	0	0.3	0.7	50	0	0	0	0.5	0.7	75	0	0.2	0	0	0.4	0	"2015-16"
"2129"	"Bryce Dejean-Jones"	"NOP"	23	0.8	1.7	45.5	0	0.1	0	0.1	0.2	50	0.4	0.8	44.4	0.6	1.4	44.4	0.4	1.3	29.4	"2015-16"
"2130"	"C.J. Watson"	"ORL"	32	0.5	0.9	50	0.1	0.3	27.3	0.2	0.3	54.5	0.2	0.8	28.6	0.4	1	37.5	0.1	0.6	14.3	"2015-16"
"2131"	"C.J. Wilcox"	"LAC"	25	0.4	0.6	63.6	0	0.2	0	0.1	0.3	50	0.4	0.8	46.7	0.3	1	31.6	0.2	0.7	30.8	"2015-16"
"2132"	"CJ McCollum"	"POR"	24	1.9	4.1	47.4	0.8	1.7	45.9	1	2.1	46.3	1.6	3.4	45.4	1.9	4.2	46.1	0.9	2.4	35.4	"2015-16"
"2133"	"CJ Miles"	"IND"	29	1	1.8	52.5	0.2	0.4	39.3	0.2	0.5	48.4	0.3	0.7	40	1.1	3.1	35.4	1.3	3.3	39.2	"2015-16"
"2134"	"Cameron Bairstow"	"DET"	25	0.2	0.7	23.1	0.2	0.6	37.5	0.1	0.2	33.3	0.3	0.6	44.4	0.1	0.3	40	0	0.2	0	"2015-16"
"2135"	"Cameron Payne"	"OKC"	21	0.4	0.9	46.2	0.3	0.7	42.1	0.4	0.7	51.4	0.3	0.7	46.2	0.5	1.2	39.4	0.2	0.8	26.7	"2015-16"
"2136"	"Carl Landry"	"PHI"	32	2	2.9	69.2	0.2	0.5	43.8	0.2	0.4	43.8	1	2.3	44.4	0.4	0.7	52	0.1	0.2	50	"2015-16"
"2137"	"Carmelo Anthony"	"NYK"	32	2.2	4.4	50.9	0.5	1.1	46.1	1.2	2.8	43.2	2	4.5	45.8	1.1	3.2	35.2	0.8	2.2	34.8	"2015-16"
"2138"	"Caron Butler"	"SAC"	36	0.1	0.1	50	0.1	0.2	66.7	0.1	0.3	40	0.6	1	58.8	0.5	1.5	30.8	0.1	0.3	40	"2015-16"
"2139"	"Chandler Parsons"	"DAL"	27	2.4	3.7	64.9	0.4	1	36.7	0.2	0.5	42.9	0.4	0.9	45.5	1.3	3.2	41.5	0.6	1.4	40.5	"2015-16"
"2140"	"Channing Frye"	"CLE"	33	0.4	0.7	58.3	0.1	0.2	62.5	0.1	0.1	40	0.2	0.3	50	0.9	2.3	40.5	0.5	1.3	37.4	"2015-16"
"2141"	"Charlie Villanueva"	"DAL"	31	0.8	1.4	55.4	0.4	0.8	46.7	0.1	0.2	45.5	0.1	0.3	35.7	0.5	1.8	28	0.4	1.4	26	"2015-16"
"2142"	"Chase Budinger"	"PHX"	28	1	1.5	66	0.1	0.4	25	0.1	0.2	41.7	0	0.3	17.6	0.3	1	29	0.1	0.4	30.8	"2015-16"
"2143"	"Chris Andersen"	"MEM"	37	1.1	1.8	64.6	0	0.1	0	0	0.1	0	0.1	0.2	50	0.1	0.2	40	0.1	0.3	22.2	"2015-16"
"2144"	"Chris Bosh"	"MIA"	32	2.4	3.5	67.6	0.2	0.7	29.7	0.7	1.7	43.8	1.6	3.6	45.3	1.4	3.8	36.8	0.4	1.1	33.9	"2015-16"
"2145"	"Chris Copeland"	"MIL"	32	0.3	0.4	66.7	0.1	0.1	50	0	0	0	0	0.2	0	0.1	1	14.3	0.3	0.7	46.7	"2015-16"
"2146"	"Chris Johnson"	"UTA"	26	0.5	0.8	62.3	0	0.2	8.3	0.1	0.2	30.8	0.1	0.2	54.5	0.4	1.4	26.1	0.1	0.2	33.3	"2015-16"
"2147"	"Chris Kaman"	"POR"	34	0.4	0.8	50	0.2	0.2	100	0.1	0.3	20	0.6	1.2	50	0	0.2	0	0.1	0.2	50	"2015-16"
"2148"	"Chris McCullough"	"BKN"	21	0.8	1.4	52.9	0.1	0.4	33.3	0	0.3	16.7	0.3	0.9	33.3	0.4	0.9	40.9	0.3	0.7	37.5	"2015-16"
"2149"	"Chris Paul"	"LAC"	31	1.4	2.3	60.1	0.6	1.3	48.5	1.1	1.9	54.2	2	4.5	44	0.8	2.1	38.9	1	2.6	38.3	"2015-16"
"2150"	"Christian Wood"	"PHI"	20	1.1	2	53.3	0	0.2	0	0.2	0.3	50	0	0.2	0	0.1	0.4	33.3	0.1	0.4	33.3	"2015-16"
"2151"	"Chuck Hayes"	"LAC"	33	0.5	0.5	100	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	"2015-16"
"2152"	"Cleanthony Early"	"NYK"	25	0.4	0.8	50	0	0.1	0	0	0.1	0	0.1	0.5	28.6	0	1.1	0	0.3	0.5	50	"2015-16"
"2153"	"Cliff Alexander"	"POR"	20	0.5	0.5	100	0	0.5	0	0	0	0	0.2	0.5	33.3	0	0	0	0	0	0	"2015-16"
"2154"	"Clint Capela"	"HOU"	22	2.9	4.7	61.5	0.1	0.4	26.5	0	0	0	0	0	0	0	0	0	0	0	0	"2015-16"
"2155"	"Cody Zeller"	"CHA"	23	2.6	4.2	62.3	0.2	0.6	43.9	0	0.2	23.1	0.2	0.7	23.1	0.1	0.2	35.3	0	0.1	0	"2015-16"
"2156"	"Cole Aldrich"	"LAC"	27	2	3.1	65	0.3	0.7	40.5	0	0.1	0	0	0	0	0	0	0	0	0	0	"2015-16"
"2157"	"Corey Brewer"	"HOU"	30	1.5	2.7	53.6	0.1	0.5	25	0.1	0.3	45.8	0.1	0.3	18.5	0.7	2.3	31	0.1	0.4	21.2	"2015-16"
"2158"	"Cory Jefferson"	"PHX"	25	1.1	2	57.1	0	0.5	0	0.3	0.5	50	0	0.2	0	0	0.4	0	0	0	0	"2015-16"
"2159"	"Cory Joseph"	"TOR"	24	1.6	2.9	55.2	0.5	1.1	42.9	0.3	0.7	43.1	0.4	1	38.5	0.4	1	36.6	0.1	0.5	19	"2015-16"
"2160"	"Coty Clarke"	"BOS"	23	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0.5	0.5	100	0.5	0.5	100	"2015-16"
"2161"	"Courtney Lee"	"CHA"	30	1.1	1.8	60.1	0.2	0.5	40.5	0.4	0.9	39.2	0.7	1.6	44.4	0.9	2.3	40.5	0.4	0.9	39.7	"2015-16"
"2162"	"Cristiano Felicio"	"CHI"	23	1	1.6	61.2	0	0	0	0	0	0	0.3	0.4	69.2	0	0.2	16.7	0	0.1	0	"2015-16"
"2163"	"D'Angelo Russell"	"LAL"	20	1.5	2.6	56.3	0.6	1.2	48.9	0.4	1.3	35	0.7	1.9	34.8	1	2.8	35.1	0.8	2.1	36.6	"2015-16"
"2164"	"D.J. Augustin"	"DEN"	28	0.8	1.7	48.6	0.1	0.3	23.8	0.1	0.2	53.3	0.2	0.5	46.7	0.7	1.8	40.9	0.4	1	35.5	"2015-16"
"2165"	"Dahntay Jones"	"CLE"	35	0	5	0	2	2	100	0	1	0	2	2	100	2	3	66.7	0	1	0	"2015-16"
"2166"	"Damian Lillard"	"POR"	25	3	6.1	49.5	0.5	1.2	38.9	0.4	1.1	36.9	1	2.2	46	1.4	3.9	36	1.9	5	38.8	"2015-16"
"2167"	"Damien Inglis"	"MIL"	21	0.5	0.8	60	0	0.1	0	0.1	0.2	33.3	0	0.3	0	0.1	0.4	28.6	0.1	0.2	25	"2015-16"
"2168"	"Damjan Rudez"	"MIN"	30	0.3	0.3	72.7	0	0	0	0	0	0	0	0	0	0.3	0.8	36	0.3	0.9	33.3	"2015-16"
"2169"	"Danilo Gallinari"	"DEN"	27	2.3	4.5	50.2	0.1	0.3	17.6	0.2	0.6	33.3	0.5	1.6	32.5	1.5	3.8	40.5	0.8	2.3	36.1	"2015-16"
"2170"	"Danny Green"	"SAS"	29	0.7	1.3	55.8	0.1	0.2	33.3	0.1	0.3	41.7	0.2	0.6	30.4	0.9	2.8	33.2	0.6	1.8	34.5	"2015-16"
"2171"	"Dante Cunningham"	"NOP"	29	1.1	1.7	66.9	0	0.3	15	0.1	0.2	41.7	0.2	0.4	42.9	0.8	2.1	35.9	0.2	0.5	30	"2015-16"
"2172"	"Darrell Arthur"	"DEN"	28	0.9	1.6	53.5	0.2	0.5	40	0.2	0.5	44.7	0.9	1.9	44.8	0.7	1.7	40.5	0.3	0.7	44	"2015-16"
"2173"	"Darren Collison"	"SAC"	28	2.1	3.5	60.3	0.3	0.7	36.5	0.3	0.6	50	1	2.1	48.4	0.8	2	40.7	0.5	1.4	38.6	"2015-16"
"2174"	"Darrun Hilliard"	"DET"	23	0.4	0.8	51.6	0	0.3	10	0.1	0.2	37.5	0.3	0.7	52.2	0.3	1	26.5	0.3	0.6	50	"2015-16"
"2175"	"David Lee"	"DAL"	33	2.5	4.3	58.5	0.5	1.1	44.3	0.1	0.3	28.6	0.1	0.4	40	0	0.1	33.3	0	0	0	"2015-16"
"2176"	"David West"	"SAS"	35	1.2	1.8	66.2	0.5	1	50	0.3	0.6	51.1	1.1	2.1	49.7	0.1	0.2	33.3	0	0	0	"2015-16"
"2177"	"DeAndre Jordan"	"LAC"	27	4.5	6.2	73.1	0.1	0.4	31	0	0	50	0	0	0	0	0	0	0	0	0	"2015-16"
"2178"	"DeJuan Blair"	"WAS"	27	0.5	1.1	48.4	0.2	0.6	33.3	0.2	0.6	35.7	0.1	0.3	37.5	0	0.1	50	0	0	0	"2015-16"
"2179"	"DeMar DeRozan"	"TOR"	26	3.2	5.6	58.2	0.9	2.2	41.8	1.2	2.9	42.5	1.7	4.3	38.9	0.6	2.1	31.1	0.2	0.6	32.7	"2015-16"
"2180"	"DeMarcus Cousins"	"SAC"	25	5.8	10.4	55.6	1	2.9	36.4	0.1	0.5	26.5	0.8	2.4	34.4	0.9	2.6	33.1	0.6	1.7	36.6	"2015-16"
"2181"	"DeMarre Carroll"	"TOR"	29	1.5	2.8	51.4	0.5	1.6	29.3	0.1	0.6	20	0.2	0.5	35.7	1	3	33.3	0.8	1.8	44.7	"2015-16"
"2182"	"Delon Wright"	"TOR"	24	1	1.8	54.3	0.1	0.4	33.3	0.1	0.3	25	0.1	0.3	28.6	0	0.2	20	0.2	0.4	44.4	"2015-16"
"2183"	"Dennis Schroder"	"ATL"	22	2.1	4	51.7	0.1	0.4	28.1	0.2	0.4	34.3	0.7	1.5	43.8	0.8	2.3	34.8	0.3	1	29.6	"2015-16"
