"Player"	"TEAM"	"AGE"	"FGM"	"FGA"	"FG."	"FGM.1"	"FGA.1"	"FG..1"	"FGM.2"	"FGA.2"	"FG..2"	"FGM.3"	"FGA.3"	"FG..3"	"FGM.4"	"FGA.4"	"FG..4"	"FGM.5"	"FGA.5"	"FG..5"	"YEAR"
"2184"	"Deron Williams"	"DAL"	32	1.4	2.7	53.7	0.6	1.4	40.4	0.4	1	39.4	0.8	2	43	1.2	3.2	38.1	0.4	1.5	28.3	"2015-16"
"2185"	"Derrick Favors"	"UTA"	24	4	6	67	0.8	1.7	44.8	1	2.3	42	0.9	2.9	32.6	0	0.1	37.5	0	0	0	"2015-16"
"2186"	"Derrick Rose"	"CHI"	27	2.8	5.8	48.4	1	2.2	44.8	0.8	1.9	42.4	1.2	2.9	41.8	0.7	2.1	33.1	0.3	1	27.4	"2015-16"
"2187"	"Derrick Williams"	"NYK"	25	1.8	3.1	59.3	0.1	0.4	34.5	0.2	0.5	38.5	0.5	1	44.4	0.5	1.4	32.7	0.1	0.8	17.5	"2015-16"
"2188"	"Devin Booker"	"PHX"	19	1.7	2.9	59	0.5	1	45.3	0.4	1	36.1	0.8	2.1	36.5	1	2.8	36.3	0.5	1.6	33.3	"2015-16"
"2189"	"Devin Harris"	"DAL"	33	1.3	2.1	60.7	0.1	0.4	36.4	0.1	0.2	40	0.3	0.6	45.7	0.7	1.9	35.5	0.2	0.5	32.4	"2015-16"
"2190"	"Devyn Marble"	"ORL"	23	0.3	0.7	50	0.1	0.2	50	0	0.2	0	0	0.3	12.5	0.3	1	32	0	0.5	8.3	"2015-16"
"2191"	"Dewayne Dedmon"	"ORL"	26	1.3	2	64.4	0.2	0.5	34.5	0.2	0.3	61.5	0.1	0.3	26.7	0	0	50	0	0	0	"2015-16"
"2192"	"Dion Waiters"	"OKC"	24	1.5	3	49.1	0.1	0.3	30.4	0.1	0.4	39.3	0.6	1.8	32.4	1	2.6	37.1	0.4	0.9	37.8	"2015-16"
"2193"	"Dirk Nowitzki"	"DAL"	38	0.9	1.3	66.7	0.3	0.8	33.3	1.4	3	48	2	4.3	47.1	1.4	3.7	39.3	0.6	1.7	34.1	"2015-16"
"2194"	"Donald Sloan"	"BKN"	28	1.4	2.6	52.9	0.1	0.3	37.5	0.1	0.3	26.7	0.3	0.8	34	0.6	1.3	41.5	0.2	0.5	34.5	"2015-16"
"2195"	"Donatas Motiejunas"	"HOU"	25	0.8	1.6	50.8	0.9	1.8	53.8	0.2	0.6	35	0.1	0.1	50	0.3	1.1	23.1	0.2	0.5	38.9	"2015-16"
"2196"	"Doug McDermott"	"CHI"	24	1.3	2.4	53.8	0.2	0.5	35.7	0.3	0.6	49	0.3	0.8	37.5	0.9	2.2	39.2	0.7	1.4	46.4	"2015-16"
"2197"	"Draymond Green"	"GSW"	26	3.3	5.5	59.2	0.3	0.9	31.4	0.1	0.2	41.2	0.1	0.3	25	0.4	1.2	36.8	0.8	2	40.2	"2015-16"
"2198"	"Drew Gooden"	"WAS"	34	0.4	0.9	50	0.1	0.3	28.6	0.1	0.3	44.4	0.1	0.3	25	0.3	0.9	34.6	0.1	0.9	11.1	"2015-16"
"2199"	"Duje Dukan"	"SAC"	24	0	0	0	0	1	0	0	0	0	0	1	0	1	6	16.7	1	2	50	"2015-16"
"2200"	"Dwight Howard"	"HOU"	30	4.6	6.6	69.6	0.6	1.7	37.5	0	0.1	40	0	0	0	0	0.1	0	0	0	0	"2015-16"
"2201"	"Dwight Powell"	"DAL"	24	1.5	2.3	67.7	0	0.3	17.6	0.1	0.2	42.9	0.4	1.2	31.6	0.1	0.4	26.9	0	0.1	0	"2015-16"
"2202"	"Dwyane Wade"	"MIA"	34	3.5	5.6	62.7	1.1	2.8	40	0.8	2.3	33.7	1.6	4.1	37.8	0.3	0.8	35	0	0.3	5.3	"2015-16"
"2203"	"E'Twaun Moore"	"CHI"	27	1	1.6	60.6	0.6	1.3	48.7	0.3	0.7	43.6	0.3	0.9	31.5	0.8	1.6	47.4	0.2	0.5	44.8	"2015-16"
"2204"	"Ed Davis"	"POR"	27	2.3	3.6	63.9	0.2	0.6	44.4	0	0	50	0	0	0	0	0	0	0	0	0	"2015-16"
"2205"	"Edy Tavares"	"ATL"	24	0.9	1.4	66.7	0.1	0.3	50	0	0.1	0	0	0.1	0	0	0	0	0	0	0	"2015-16"
"2206"	"Elfrid Payton"	"ORL"	22	2.7	4.7	56.4	0.5	1.5	35.8	0.3	0.8	32.8	0.4	1.3	29.9	0.3	1	31.9	0.2	0.6	29.3	"2015-16"
"2207"	"Elijah Millsap"	"UTA"	28	0.5	1.2	43.5	0	0.1	0	0	0	0	0	0.1	0	0.1	0.6	8.3	0	0.1	0	"2015-16"
"2208"	"Elliot Williams"	"CHA"	27	0	0	0	0	0.3	0	0	0	0	0.3	1	25	0.2	0.8	25	0	0.2	0	"2015-16"
"2209"	"Elton Brand"	"PHI"	37	0.6	0.9	66.7	0.1	0.3	40	0.5	1.7	31	0.6	1.3	45.5	0	0.1	0	0	0	0	"2015-16"
"2210"	"Emmanuel Mudiay"	"DEN"	20	2	4.5	43.6	0.4	1	35.8	0.5	1.6	29.9	0.7	2.2	32.7	0.7	2	34.8	0.6	2	31.2	"2015-16"
"2211"	"Enes Kanter"	"OKC"	24	3.9	6.1	62.8	0.3	0.7	43.9	0.4	0.9	45.2	0.3	0.7	47.5	0.1	0.3	44	0	0	100	"2015-16"
"2212"	"Eric Bledsoe"	"PHX"	26	2.8	5.1	55.1	0.6	1.6	35.3	0.6	1.1	55.9	1.5	3.1	46.9	1.1	3	37	0.6	1.9	34.5	"2015-16"
"2213"	"Eric Gordon"	"NOP"	27	1.6	3.2	49.7	0.3	0.7	38.7	0.2	0.4	52.9	0.4	1	35.6	1.5	4	37.8	1.2	3	40.6	"2015-16"
"2214"	"Eric Moreland"	"SAC"	24	0.4	0.6	60	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	"2015-16"
"2215"	"Erick Green"	"DEN"	25	0	0	0	0.1	0.3	50	0.2	0.4	50	0.4	0.6	66.7	0.1	0.9	16.7	0	0	0	"2015-16"
"2216"	"Ersan Ilyasova"	"ORL"	29	1.6	2.9	53.7	0.3	0.8	33.9	0.1	0.3	38.1	0.4	1	37	0.7	1.8	37.8	0.8	2.1	37.2	"2015-16"
"2217"	"Evan Fournier"	"ORL"	23	2.5	4.2	60.2	0.3	0.8	39.4	0.2	0.5	36.8	0.3	0.8	34.8	1.1	2.9	37.7	1	2.5	42.3	"2015-16"
"2218"	"Evan Turner"	"BOS"	27	1.7	2.8	60.3	0.5	1.2	44.3	1	2.3	43.5	0.8	1.9	40	0.2	0.8	26.6	0.1	0.3	20	"2015-16"
"2219"	"Festus Ezeli"	"GSW"	26	2.3	3.6	64.8	0.3	1	33.3	0	0.3	14.3	0	0.1	33.3	0	0	0	0	0	0	"2015-16"
"2220"	"Frank Kaminsky"	"CHA"	23	1.2	2.4	50	0.4	0.9	43.2	0	0.2	16.7	0.1	0.3	40.7	0.3	1	30.6	0.6	1.5	36.4	"2015-16"
"2221"	"Garrett Temple"	"WAS"	30	1	1.9	52.3	0.1	0.2	33.3	0.1	0.2	50	0.1	0.6	21.3	0.8	2.2	35.9	0.5	1.3	37	"2015-16"
"2222"	"Gary Harris"	"DEN"	21	2.3	3.9	59.5	0.2	0.5	45	0.2	0.5	41.5	0.4	0.9	47	1	2.7	38	0.5	1.5	33.6	"2015-16"
"2223"	"Gary Neal"	"WAS"	31	0.6	0.9	67.6	0.5	1	48.8	0.4	1.1	39.5	0.9	1.9	44.7	0.8	1.7	45.6	0.7	1.6	41.9	"2015-16"
"2224"	"George Hill"	"IND"	30	1.5	2.5	58.4	0.3	0.7	45.1	0.3	0.8	35.1	0.5	1.3	37.1	1.2	3	39.5	0.7	1.6	41.3	"2015-16"
"2225"	"Gerald Green"	"MIA"	30	0.8	1.3	55.9	0.2	0.6	34.2	0.4	0.9	50.9	0.6	1.7	35.3	1	2.8	36.5	0.4	1.3	28.2	"2015-16"
"2226"	"Gerald Henderson"	"POR"	28	0.9	1.4	67.3	0.1	0.5	31.3	0.4	0.9	42.9	0.8	2.1	40.1	0.8	2.1	37.9	0.1	0.4	32	"2015-16"
"2227"	"Giannis Antetokounmpo"	"MIL"	21	4.7	7.4	64.1	0.5	1.4	35.2	0.2	0.6	30.6	0.4	1.4	32.4	0.4	1.2	35.1	0.2	0.7	21.8	"2015-16"
"2228"	"Glenn Robinson III"	"IND"	22	0.8	1.3	60.7	0.1	0.4	33.3	0	0.2	12.5	0.2	0.6	36	0.2	0.8	25.7	0.2	0.3	58.3	"2015-16"
"2229"	"Goran Dragic"	"MIA"	30	2.9	4.6	63.2	0.4	1.1	38.3	0.6	1.4	40.6	0.9	2	46.3	0.7	2.1	34.7	0.2	0.9	26.6	"2015-16"
"2230"	"Gordon Hayward"	"UTA"	26	2.2	4	55.9	0.9	1.9	48.7	0.6	1.6	38.9	0.8	1.9	40.8	1.5	4.4	34.6	0.4	1.2	36.3	"2015-16"
"2231"	"Gorgui Dieng"	"MIN"	26	2.1	3.3	64.8	0.4	0.9	43.1	0.4	0.7	47.5	0.7	1.7	44.1	0.2	0.5	35.9	0	0	25	"2015-16"
"2232"	"Greg Monroe"	"MIL"	26	4.7	8.2	57.8	0.8	2.2	39.2	0.2	0.6	40.4	0.4	0.9	42.7	0	0	0	0	0	0	"2015-16"
"2233"	"Greg Smith"	"MIN"	25	0.9	1.7	53.3	0.1	0.1	100	0	0	0	0	0	0	0	0	0	0	0	0	"2015-16"
"2234"	"Greivis Vasquez"	"MIL"	29	0.5	1.4	37.5	0.2	0.4	40	0.3	0.4	60	0.2	0.5	36.4	0.4	1.4	31.3	0.4	1.8	22	"2015-16"
"2235"	"Harrison Barnes"	"GSW"	24	1.5	2.7	58.3	0.4	0.9	41.9	0.3	0.8	39.2	0.7	1.4	50	1	2.7	39.2	0.5	1.1	41.9	"2015-16"
"2236"	"Hassan Whiteside"	"MIA"	27	4.1	5.7	71	0.9	2	44.8	0.4	0.7	50.9	0.3	0.9	35.9	0	0.1	60	0	0	0	"2015-16"
"2237"	"Henry Sims"	"BKN"	26	1.2	2.4	51.5	0.4	1	42.9	0.1	0.6	22.2	0.6	1.4	40	0	0.1	0	0	0	0	"2015-16"
"2238"	"Hollis Thompson"	"PHI"	25	0.9	1.6	53.2	0.2	0.6	37.2	0.2	0.4	40.6	0.2	0.6	24	1.3	3.1	40.8	0.8	2.4	34.2	"2015-16"
"2239"	"Ian Clark"	"GSW"	25	0.5	0.8	57.4	0.2	0.4	39.1	0.1	0.4	38.1	0.2	0.2	69.2	0.3	0.8	34	0.2	0.6	37.8	"2015-16"
"2240"	"Ian Mahinmi"	"IND"	29	3.2	4.8	67	0.3	0.7	39.6	0.1	0.2	28.6	0.1	0.5	27.8	0	0.1	33.3	0	0	0	"2015-16"
"2241"	"Iman Shumpert"	"CLE"	26	0.7	1.2	54.5	0.1	0.3	20	0.1	0.4	26.3	0.4	0.8	46.5	0.6	2.1	29.8	0.3	0.8	38.1	"2015-16"
"2242"	"Isaiah Canaan"	"PHI"	25	0.7	1.6	41.8	0.2	0.5	32.5	0.1	0.4	30	0.1	0.4	22.2	1	2.8	35.9	1.3	3.7	36.2	"2015-16"
"2243"	"Isaiah Thomas"	"BOS"	27	3.5	6.6	53.5	0.5	1.4	31.9	0.6	1.5	37.4	0.5	1.3	39.3	1.2	3	39.3	1	3	32.2	"2015-16"
"2244"	"Ish Smith"	"PHI"	27	2.7	5.2	51.1	0.4	1.3	32.7	0.3	1	34.7	0.8	2.3	35.4	0.5	1.4	33.6	0.4	1.3	32.7	"2015-16"
"2245"	"J.J. Barea"	"DAL"	32	1.4	2.6	52.1	0.7	1.6	43.1	0.5	0.9	50.7	0.3	0.7	42.6	1	2.4	42.4	0.4	1.3	34.7	"2015-16"
"2246"	"JJ Hickson"	"WAS"	27	1.7	2.7	64.2	0.3	0.8	36	0.2	0.6	33.3	0.1	0.5	28.6	0	0.1	0	0	0	0	"2015-16"
"2247"	"JJ O'Brien"	"UTA"	24	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	"2015-16"
"2248"	"JJ Redick"	"LAC"	32	0.7	1.2	57.8	0.2	0.4	46.4	0.1	0.4	26.7	1.2	2.3	52.4	2.2	4.5	47.6	1.3	2.9	44.8	"2015-16"
"2249"	"JR Smith"	"CLE"	30	0.6	1.1	56.8	0.4	1	40.5	0.2	0.6	36.7	0.4	1.1	36.5	1.5	3.6	41.4	1.4	3.5	40.1	"2015-16"
"2250"	"JaKarr Sampson"	"DEN"	23	1.4	2.5	57.5	0.2	0.6	31.1	0.1	0.2	36.4	0.1	0.2	23.5	0.2	0.6	26.8	0.1	0.3	17.4	"2015-16"
"2251"	"JaMychal Green"	"MEM"	26	1.9	3.4	54.1	0.2	0.5	34.2	0.2	0.4	46.7	0.4	1.2	35.6	0.3	0.8	40.3	0	0.1	16.7	"2015-16"
"2252"	"JaVale McGee"	"DAL"	28	2	3	67.3	0.1	0.4	16.7	0	0.3	11.1	0.1	0.3	50	0	0.1	50	0	0	0	"2015-16"
"2253"	"Jabari Parker"	"MIL"	21	3.8	6.1	61.9	0.4	1.1	38.1	0.5	1.1	44.7	0.8	2.5	32.1	0.3	0.8	32.8	0	0.1	27.3	"2015-16"
"2254"	"Jae Crowder"	"BOS"	25	2.2	3.3	66.1	0.2	0.6	28.6	0.2	0.5	38.5	0.4	1.1	38.6	1.1	3.3	34.5	0.8	2.3	35.3	"2015-16"
"2255"	"Jahlil Okafor"	"PHI"	20	4.5	7.2	61.8	1.7	3.4	49.7	0.9	2.4	36.5	0.4	1.5	25.6	0.1	0.1	50	0	0.1	25	"2015-16"
"2256"	"Jamal Crawford"	"LAC"	36	1.1	1.8	58.5	0.4	1	42.9	0.5	1.3	37.6	1.1	2.8	40.2	1	2.5	38.4	0.7	2.3	32	"2015-16"
"2257"	"Jameer Nelson"	"DEN"	34	0.8	1.5	52.5	0.2	0.5	35	0.1	0.3	45.5	0.3	0.7	34.5	1	2.8	34.5	0.5	1.9	27.6	"2015-16"
"2258"	"James Anderson"	"SAC"	27	0.7	1.2	58.1	0.1	0.2	30	0	0.2	0	0	0.1	40	0.3	1.1	32.7	0.2	0.9	22.5	"2015-16"
"2259"	"James Ennis III"	"NOP"	25	1.3	2.3	55.6	0.1	0.1	50	0	0	0	0.1	0.3	16.7	0.7	1.6	45.2	0.7	1.5	46.4	"2015-16"
"2260"	"James Harden"	"HOU"	26	3.5	6.1	57.9	0.4	1.2	35.4	0.7	1.6	43.4	1	2.5	41.5	1.6	4.5	35.8	1.4	3.8	35.7	"2015-16"
"2261"	"James Johnson"	"TOR"	29	1.4	2.5	58.6	0.1	0.3	42.9	0	0.1	33.3	0.1	0.2	30	0.3	1	29.1	0.1	0.2	38.5	"2015-16"
"2262"	"James Jones"	"CLE"	35	0.1	0.1	60	0	0	100	0.1	0.3	33.3	0.1	0.2	50	0.6	1.5	42.4	0.3	1	34	"2015-16"
"2263"	"James Michael McAdoo"	"GSW"	23	0.9	1.6	55.6	0.1	0.3	20	0.1	0.1	100	0.1	0.2	60	0	0	0	0	0.1	50	"2015-16"
"2264"	"James Young"	"BOS"	20	0.1	0.3	57.1	0	0	0	0	0	0	0	0.1	50	0.1	0.8	16.7	0.1	0.2	50	"2015-16"
"2265"	"Jared Cunningham"	"CLE"	25	0.6	1.2	46.8	0	0.1	0	0	0.1	50	0	0.2	14.3	0.3	1	29.4	0.1	0.3	20	"2015-16"
"2266"	"Jared Dudley"	"WAS"	30	0.6	0.8	71.6	0	0.1	44.4	0.1	0.2	57.9	0.6	1.3	46.2	0.9	2	44.6	0.6	1.5	39.3	"2015-16"
"2267"	"Jared Sullinger"	"BOS"	24	2	3.6	53.9	0.6	1.3	44.1	0.2	0.7	32.8	0.6	1.8	33.3	0.8	1.7	44.9	0.2	0.8	27.7	"2015-16"
"2268"	"Jarell Eddie"	"WAS"	24	0	0.3	14.3	0	0.1	0	0	0.1	0	0.2	0.4	42.9	0.4	1.1	40	0.4	1.4	25.9	"2015-16"
"2269"	"Jarell Martin"	"MEM"	22	1.3	2.3	54.8	0.2	0.5	33.3	0.2	0.4	55.6	0.3	0.8	40.9	0.1	0.3	22.2	0	0	0	"2015-16"
"2270"	"Jarnell Stokes"	"MEM"	22	0.4	0.4	100	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	"2015-16"
"2271"	"Jarrett Jack"	"BKN"	32	0.8	1.5	54.2	0.7	2	33.3	0.3	1	31.3	1.1	2.7	42.4	1.1	2.7	41.2	0.4	1.3	27.9	"2015-16"
"2272"	"Jason Smith"	"ORL"	30	0.6	1	55.7	0.1	0.3	36.8	0.3	0.6	54.8	1.7	3.4	48.1	0.6	1.2	46.2	0	0.1	14.3	"2015-16"
"2273"	"Jason Terry"	"HOU"	38	0.4	0.6	65	0.2	0.3	50	0.1	0.4	40	0.1	0.3	45	0.9	2.5	34.8	0.5	1.2	38.6	"2015-16"
"2274"	"Jason Thompson"	"TOR"	29	0.7	1.2	60.4	0.2	0.4	42.1	0.1	0.3	25	0.1	0.2	37.5	0.1	0.2	33.3	0.1	0.2	42.9	"2015-16"
"2275"	"Jeff Ayres"	"LAC"	29	0.4	0.9	46.7	0	0.1	0	0.1	0.1	100	0.3	0.3	80	0	0	0	0	0	0	"2015-16"
"2276"	"Jeff Green"	"LAC"	29	2.3	4.2	54.2	0.4	1.3	34.3	0.3	0.7	44.8	0.4	1.1	39.5	0.7	2	33.7	0.3	0.9	32.4	"2015-16"
"2277"	"Jeff Teague"	"ATL"	28	2.8	5.2	52.7	0.5	1.4	37.3	0.4	1	43.2	0.4	1.2	30.2	0.9	2.3	36.8	0.6	1.3	43	"2015-16"
"2278"	"Jeff Withey"	"UTA"	26	1.4	2.3	62.6	0.2	0.5	31.8	0.1	0.3	46.2	0	0.2	20	0	0	0	0	0	0	"2015-16"
"2279"	"Jerami Grant"	"PHI"	22	2.5	4.6	54.6	0.1	0.6	21.3	0.1	0.3	22.7	0.1	0.3	20.8	0.4	1.3	29	0.1	0.6	15.2	"2015-16"
"2280"	"Jeremy Evans"	"DAL"	28	0.7	1	76	0	0.1	33.3	0	0	0	0	0.1	33.3	0.1	0.4	18.2	0.1	0.3	50	"2015-16"
"2281"	"Jeremy Lamb"	"CHA"	24	1.5	2.5	60.5	0.4	0.8	47.9	0.2	0.5	39.4	0.5	1.1	48	0.4	1.2	31.6	0.5	1.7	31.3	"2015-16"
"2282"	"Jeremy Lin"	"CHA"	27	1.8	3.2	55.6	0.3	0.9	34.3	0.2	0.7	32.7	0.4	1.1	33.7	0.5	1.6	33.3	0.6	1.8	34.8	"2015-16"
"2283"	"Jerian Grant"	"NYK"	23	1.2	2.2	51.8	0.1	0.4	35.7	0.1	0.4	31.3	0.2	0.6	38.3	0.3	0.8	32.8	0.1	0.7	15.7	"2015-16"
"2284"	"Jerryd Bayless"	"MIL"	27	0.7	1.5	44.2	0.2	0.6	35.5	0.2	0.4	43.5	0.4	0.9	41.7	1.3	3.1	41.4	0.8	1.7	45.6	"2015-16"
"2285"	"Jimmer Fredette"	"SAS"	27	0.2	0.2	100	0	0.7	0	0	0	0	0	0	0	0	0	0	0.2	0.4	50	"2015-16"
"2286"	"Jimmy Butler"	"CHI"	26	3.5	5.5	63.4	0.4	1.2	36.7	0.6	1.7	36.9	1.2	3.1	37.9	0.9	2.6	33.3	0.4	1.3	32.5	"2015-16"
"2287"	"Joakim Noah"	"CHI"	31	1.6	3.8	41.4	0.1	0.4	15.4	0	0.1	50	0.1	0.2	40	0	0	0	0	0	0	"2015-16"
"2288"	"Jodie Meeks"	"DET"	28	0.3	1.3	25	0	0.7	0	0.7	1	66.7	0	0.3	0	0.3	1.7	20	1	1.7	60	"2015-16"
"2289"	"Joe Harris"	"CLE"	24	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	100	0	0.8	0	"2015-16"
"2290"	"Joe Ingles"	"UTA"	28	0.4	0.5	66.7	0	0	50	0	0.1	75	0.1	0.2	35.7	0.9	2.2	41.5	0.2	0.7	26.9	"2015-16"
"2291"	"Joe Johnson"	"MIA"	35	0.6	1.2	54.3	1.1	2.2	48.6	0.7	1.4	50.4	0.6	1.5	40.8	1.1	3	37.5	0.5	1.3	39.6	"2015-16"
"2292"	"Joe Young"	"IND"	24	0.5	1.1	48.8	0.2	0.4	42.9	0.1	0.4	33.3	0.4	0.9	41.7	0.3	1.1	31.6	0.1	0.8	16.7	"2015-16"
"2293"	"Joel Anthony"	"DET"	33	0.2	0.3	80	0	0.2	0	0.1	0.2	66.7	0	0	0	0	0	0	0	0	0	"2015-16"
"2294"	"Joffrey Lauvergne"	"DEN"	24	2.2	3.5	61.4	0.3	0.7	43.9	0.1	0.3	25	0.4	0.8	59.1	0.3	1	30.5	0	0.2	15.4	"2015-16"
"2295"	"John Henson"	"MIL"	25	2.2	3.5	61.8	0.6	1.3	45.3	0.1	0.2	58.3	0	0.1	0	0	0	0	0	0	0	"2015-16"
"2296"	"John Jenkins"	"PHX"	25	0.5	0.8	63.6	0.1	0.3	38.5	0.1	0.3	33.3	0.4	0.9	47.1	0.6	1.2	47.1	0	0.5	10	"2015-16"
"2297"	"John Wall"	"WAS"	25	3.1	5.6	56.5	0.2	0.6	36.7	0.4	0.9	39.7	1.8	5.1	36	0.9	2.6	34.3	1	2.6	36.5	"2015-16"
"2298"	"Johnny O'Bryant III"	"MIL"	23	0.6	1.3	45.9	0.1	0.4	34.8	0.1	0.2	30	0.5	1.3	39	0.1	0.1	44.4	0	0	0	"2015-16"
"2299"	"Jon Leuer"	"PHX"	27	1.7	2.5	67.7	0.3	0.9	32.2	0.3	0.8	44	0.4	1	35.7	0.5	1.2	42	0.2	0.6	28.9	"2015-16"
"2300"	"Jonas Jerebko"	"BOS"	29	0.8	1.4	52.7	0.1	0.3	20	0	0.1	25	0.1	0.3	25	0.4	1.1	35.8	0.2	0.5	46.2	"2015-16"
"2301"	"Jonas Valanciunas"	"TOR"	24	3.9	6.3	61.5	0.6	1.3	43.8	0.3	0.6	44.1	0.4	0.7	51.2	0	0.1	0	0	0	0	"2015-16"
"2302"	"Jonathon Simmons"	"SAS"	26	1.5	2.4	63.8	0.2	0.6	29.4	0	0.2	22.2	0.2	0.4	40	0.3	0.7	50	0	0.2	10	"2015-16"
"2303"	"Jordan Adams"	"MEM"	21	0.5	1	50	0	0	0	0.5	1.5	33.3	0	0	0	0	0	0	0	0.5	0	"2015-16"
"2304"	"Jordan Clarkson"	"LAL"	24	2.4	4.5	52.7	0.9	1.8	48.6	0.3	1.1	31.8	0.8	2	41	0.9	2.5	35.4	0.7	1.9	36.1	"2015-16"
"2305"	"Jordan Farmar"	"MEM"	29	1	2	50	0.2	0.5	33.3	0.3	0.7	37.5	0.4	1	41.7	1.3	2.6	51.6	0.3	1.6	21.1	"2015-16"
"2306"	"Jordan Hamilton"	"NOP"	25	2	3.3	61.1	0.5	1.1	41.7	0.2	0.7	25	0.5	0.9	50	0.5	2.6	20.7	0.8	1.8	45	"2015-16"
"2307"	"Jordan Hill"	"IND"	28	2	3.3	62.1	0.6	1.3	45.4	0.6	1	55.6	0.5	1.6	33.9	0.1	0.3	22.7	0	0	0	"2015-16"
"2308"	"Jordan McRae"	"CLE"	25	0.7	1.3	56	0.1	0.6	22.2	0.4	0.8	50	0.1	0.5	22.2	0.2	0.4	37.5	0.4	0.9	46.7	"2015-16"
"2309"	"Jordan Mickey"	"BOS"	21	0.5	1.3	38.9	0	0	0	0.1	0.2	50	0	0.2	0	0	0	0	0	0	0	"2015-16"
"2310"	"Jorge Gutierrez"	"CHA"	27	0.3	0.3	100	0.1	0.1	100	0	0.2	0	0.2	0.4	50	0	0.1	0	0	0.1	0	"2015-16"
"2311"	"Jose Calderon"	"NYK"	34	0.4	0.6	63	0.1	0.2	58.3	0.2	0.5	34.3	0.9	1.8	50	0.8	2	41.5	0.5	1.2	40.9	"2015-16"
"2312"	"Josh Huestis"	"OKC"	24	0.2	0.4	50	0	0.2	0	0	0.2	0	0	0.2	0	0.3	1	25	0.6	0.6	100	"2015-16"
"2313"	"Josh McRoberts"	"MIA"	29	0.6	1.1	52.1	0.2	0.4	47.1	0	0.3	10	0.2	0.5	40	0.2	0.8	23.5	0.1	0.5	27.8	"2015-16"
"2314"	"Josh Richardson"	"MIA"	22	0.8	1.4	58.3	0.1	0.4	26.3	0.1	0.5	24	0.2	0.5	38.5	0.9	1.8	50.5	0.2	0.7	36.4	"2015-16"
"2315"	"Josh Smith"	"HOU"	30	1.1	2.3	50.4	0.2	0.7	34.2	0.1	0.2	30	0.1	0.3	21.1	0.5	1.9	28.2	0.3	1	28.8	"2015-16"
"2316"	"Jrue Holiday"	"NOP"	26	2.7	4.9	55.3	0.7	1.6	41.3	0.8	1.8	43.5	0.7	1.9	39.7	0.7	2.1	33.1	0.7	2	35.1	"2015-16"
"2317"	"Julius Randle"	"LAL"	21	3.2	6	53.3	0.5	1.4	34.8	0.2	0.6	26	0.3	1.3	21.1	0.2	0.7	30.2	0.1	0.2	30	"2015-16"
"2318"	"Justin Anderson"	"DAL"	22	0.6	0.9	71.4	0.1	0.2	25	0.1	0.2	37.5	0.1	0.4	33.3	0.4	1.1	32.7	0.1	0.6	16.7	"2015-16"
"2319"	"Justin Harper"	"BKN"	26	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.8	33.3	0.6	1.4	42.9	"2015-16"
"2320"	"Justin Holiday"	"CHI"	27	0.6	1.4	45.2	0	0.1	14.3	0	0.3	15.4	0.3	0.5	55.6	0.5	1.4	37.5	0.2	0.7	28.6	"2015-16"
"2321"	"Justise Winslow"	"MIA"	20	1.5	2.8	54.5	0.2	0.5	34.1	0.1	0.2	28.6	0.2	0.7	32.7	0.4	1.4	30.4	0.1	0.2	29.4	"2015-16"
"2322"	"Jusuf Nurkic"	"DEN"	21	2.3	5	44.7	0.6	1.7	36.5	0.1	0.2	33.3	0.2	0.4	35.7	0.1	0.2	42.9	0	0.1	0	"2015-16"
"2323"	"KJ McDaniels"	"HOU"	23	0.5	1	51.5	0.1	0.2	50	0	0.2	25	0	0.2	25	0.2	0.5	33.3	0.1	0.3	20	"2015-16"
"2324"	"Karl-Anthony Towns"	"MIN"	20	3.7	5.8	65	1	2	49.4	0.4	0.9	41.6	1.4	2.9	48.3	1	2.1	47.1	0.1	0.3	32.1	"2015-16"
"2325"	"Kawhi Leonard"	"SAS"	25	2.6	3.7	68.8	0.8	1.6	47	1.1	2.3	48.2	1.3	3	43.5	1.3	3.1	41.8	0.6	1.4	45.9	"2015-16"
"2326"	"Keith Appling"	"ORL"	24	0.4	0.4	100	0	0	0	0	0.3	0	0	0.4	0	0	0.4	0	0	0.3	0	"2015-16"
"2327"	"Kelly Olynyk"	"BOS"	25	1.9	3.1	61.7	0.2	0.7	27.7	0.1	0.4	31	0.1	0.6	25	0.8	1.7	44.9	0.5	1.6	33.3	"2015-16"
"2328"	"Kelly Oubre Jr."	"WAS"	20	0.9	1.6	59.2	0.1	0.4	20	0.1	0.1	60	0	0.1	0	0.3	0.7	35	0.2	0.8	26.3	"2015-16"
"2329"	"Kemba Walker"	"CHA"	26	2.5	4.6	55.4	0.4	1	41.5	0.4	1.2	36.8	1.2	3.1	39	1.2	3	39.1	1.2	3.5	35.3	"2015-16"
"2330"	"Kendall Marshall"	"PHI"	24	0.4	0.7	50	0.1	0.4	30.8	0.1	0.4	36.4	0.2	0.6	29.4	0.4	0.9	40.7	0.2	0.8	30.4	"2015-16"
